word|origins|part_of_speech|pronunciation|meaning
myoglobin|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/myoglobin_us_1.mp3|a red protein containing heme, which carries and stores oxygen in muscle cells. It is structurally similar to a subunit of hemoglobin.
orchestra|early 17th century: via Latin from Greek orkhēstra, from orkheisthai ‘to dance’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/orchestra--_gb_1.mp3|a group of instrumentalists, especially one combining string, woodwind, brass, and percussion sections and playing classical music.;the part of a theatre where the orchestra plays, typically in front of the stage and on a lower level.;the semicircular space in front of an ancient Greek theatre stage where the chorus danced and sang.
bracelet|late Middle English: from Old French, from bras ‘arm’, from Latin bracchium .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/bracelet--_gb_2.mp3|an ornamental band, hoop, or chain worn on the wrist or arm.
omission|late Middle English: from late Latin omissio(n- ), from the verb omittere (see omit).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/omission--_gb_1.mp3|a person or thing that has been left out or excluded.
complementary|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/complementary_us_1.mp3|combining in such a way as to enhance or emphasize the qualities of each other or another;relating to complementary medicine
transmontane|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/transmontane_us_1.mp3|being or coming from the far side of the mountains, esp from the other side of the Alps as seen from Italy; foreign or barbarous
mastiff|Middle English: from Old French mastin, based on Latin mansuetus ‘tame’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/mastiff--_gb_1.mp3|a dog of a large, strong breed with drooping ears and pendulous lips.
piratical|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/piratical_us_1_rr.mp3|to practice piracy (upon); to steal or rob
interim|mid 16th century (denoting a provisional arrangement, originally for the adjustment of religious differences between the German Protestants and the Roman Catholic Church): from Latin, ‘meanwhile’.|noun;adjective;adverb|//ssl.gstatic.com/dictionary/static/sounds/20200429/interim--_gb_1.mp3|the intervening time.;an interim dividend, profit, etc.
Stradivarius|mid 19th century: Latinized form of Stradivari, Antonio.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/stradivarius--1_gb_1.8.mp3|a violin or other stringed instrument made by Antonio Stradivari or his followers.
pilaster|late 16th century: from French pilastre, from Italian pilastro or medieval Latin pilastrum, from Latin pila ‘pillar’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/pilaster--_gb_1.mp3|a rectangular column, especially one projecting from a wall.
cranium|late Middle English: via medieval Latin from Greek kranion ‘skull’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cranium--_gb_1.mp3|the skull, especially the part enclosing the brain.
uncouth|Old English uncūth  ‘unknown’, from un-1 ‘not’ + cūth (past participle of cunnan ‘know, be able’).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/uncouth--_gb_1.mp3|lacking good manners, refinement, or grace.;(of a place) wild, remote, or spartan.
civet|mid 16th century: from French civette, from Italian zibetto, from medieval Latin zibethum, from Arabic zabād, denoting the perfume.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/civet--_gb_1.mp3|a slender nocturnal carnivorous mammal with a barred and spotted coat and well-developed anal scent glands, native to Africa and Asia.;the ring-tailed cat or cacomistle.
trifle|Middle English (also denoting an idle story told to deceive or amuse): from Old French trufle, by-form of trufe ‘deceit’, of unknown origin. The verb derives from Old French truffler ‘mock, deceive’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/trifle--_gb_1.mp3|a thing of little value or importance.;a cold dessert of sponge cake and fruit covered with layers of custard, jelly, and cream.
cavalcade|late 16th century (denoting a ride or raid on horseback): from French, from Italian cavalcata, from cavalcare ‘to ride’, based on Latin caballus ‘horse’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cavalcade--_gb_1.mp3|a formal procession of people walking, on horseback, or riding in vehicles.
pitiful|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/pitiful_us_1.mp3|deserving or arousing pity.
hauberk|Middle English: from Old French hauberc, hausberc, originally denoting protection for the neck, of Germanic origin.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/hauberk--_gb_1.8.mp3|a piece of armour originally covering only the neck and shoulders but later consisting of a full-length coat of mail or military tunic.
ginglymus|late 16th century: modern Latin, from Greek ginglumos ‘hinge’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ginglymus--_gb_1.8.mp3|a hinge-like joint such as the elbow or knee, that allows movement in only one plane.
tributary|late Middle English (in tributary (sense 2)): from Latin tributarius, from tributum (see tribute). tributary (sense 1) dates from the early 19th century.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/tributary--_gb_1.8.mp3|a river or stream flowing into a larger river or lake.;a person or state that pays tribute to another state or ruler.
tamarack|early 19th century: from Canadian French tamarac, probably of Algonquian origin.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/tamarack--_gb_1.mp3|a slender North American larch.
proprioceptive|early 20th century: from Latin proprius ‘own’ + receptive.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/proprioceptive--_gb_1.mp3|relating to stimuli that are produced and perceived within an organism, especially those connected with the position and movement of the body.
pneumatocyst|mid 19th century; earliest use found in Thomas Huxley (1825–1895), biologist and science educationist. From pneumato- + cyst|noun|/home/pi/pneumatocyst.mp3|Originally: the gas-filled chamber of a pneumatophore. Later more widely: any air-filled sac in an organism, especially in an animal body; (Medicine) a benign intraosseous cyst containing gas or air.
dough|Old English dāg, of Germanic origin; related to Dutch deeg and German Teig, from an Indo-European root meaning ‘smear, knead’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/dough--_gb_1.mp3|a thick, malleable mixture of flour and liquid, used for baking into bread or pastry.;money.
anorak|1920s: from Greenlandic anoraq . The British English informal sense dates from the 1980s and derives from the anoraks worn by trainspotters, regarded as typifying this kind of person.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/anorak--_gb_1.mp3|a waterproof jacket, typically with a hood, of a kind originally used in polar regions.;a studious or obsessive person with unfashionable and largely solitary interests.
clerihew|1920s: named after Edmund Clerihew Bentley (see Bentley, Edmund Clerihew), who invented it.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/clerihew--_gb_1.mp3|a short comic or nonsensical verse, typically in two rhyming couplets with lines of unequal length and referring to a famous person.
domesticity|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/domesticity_us_1.mp3|home or family life
gnomon|mid 16th century: via Latin from Greek gnōmōn ‘indicator, carpenter's square’ (related to gignōskein ‘know’).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/gnomon--_gb_1.8.mp3|the projecting piece on a sundial that shows the time by the position of its shadow.;the part of a parallelogram left when a similar parallelogram has been taken from its corner.
teledu|early 19th century: from Javanese.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/teledu--_gb_1.8.mp3|a stink badger having brownish-black fur with a white stripe along the top of the head and back, native to Sumatra, Java, and Borneo.
fructose|mid 19th century: from Latin fructus ‘fruit’ + -ose2.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/fructose--_gb_2.mp3|a sugar of the hexose class found especially in honey and fruit.
privet|mid 16th century: of unknown origin.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/privet--_gb_1.mp3|a shrub of the olive family, with small white heavily scented flowers and poisonous black berries.
macaque|late 17th century: via French and Portuguese; based on the Bantu morpheme ma (denoting a plural) + kaku ‘monkey’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/macaque--_gb_2.mp3|a medium-sized, chiefly forest-dwelling Old World monkey which has a long face and cheek pouches for holding food.
balderdash|late 16th century (denoting a frothy liquid; later, an unappetizing mixture of drinks): of unknown origin.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/balderdash--_gb_1.mp3|senseless talk or writing; nonsense.
hackneyed|mid 18th century: from the archaic verb hackney (see hackney), meaning ‘use (a horse) for ordinary riding’, later ‘make commonplace by overuse’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/hackneyed--_gb_4.mp3|(of a phrase or idea) having been overused; unoriginal and trite.
carbohydrates|mid 19th century: from carbo- + hydrate.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/carbohydrate--_gb_1.8.mp3|any of a large group of organic compounds occurring in foods and living tissues and including sugars, starch, and cellulose. They contain hydrogen and oxygen in the same ratio as water (2:1) and typically can be broken down to release energy in the animal body.
elusive|early 18th century: from Latin elus- ‘eluded’ (from the verb eludere ) + -ive.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/elusive--_gb_1.8.mp3|difficult to find, catch, or achieve.
capstan|late Middle English: from Provençal cabestan, from cabestre ‘halter’, from Latin capistrum, from capere ‘seize’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/capstan--_gb_1.mp3|a broad revolving cylinder with a vertical axis used for winding a rope or cable, powered by a motor or pushed round by levers.
zaibatsu|Japanese, from zai ‘wealth’ + batsu ‘clique’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/zaibatsu--_gb_1.mp3|a large Japanese business conglomerate.
apocalypse|Old English, via Old French and ecclesiastical Latin from Greek apokalupsis, from apokaluptein ‘uncover, reveal’, from apo- ‘un-’ + kaluptein ‘to cover’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/apocalypse--_gb_1.mp3|the complete final destruction of the world, as described in the biblical book of Revelation.;an event involving destruction or damage on a catastrophic scale.
smellfungus|Unknown|noun|/home/pi/smellfungus.mp3|a captious critic; faultfinder
pretentious|mid 19th century: from French prétentieux, from prétention (see pretension1).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/pretentious--_gb_1.mp3|attempting to impress by affecting greater importance or merit than is actually possessed.
se|Etymology Unknown|residual|//ssl.gstatic.com/dictionary/static/sounds/20200429/word--_gb_1.8.mp3|southeast or southeastern;the chemical element selenium.
cantankerous|mid 18th century: of unknown origin; perhaps a blend of Anglo-Irish cant  ‘auction’ and rancorous (see rancour).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/cantankerous--_gb_1.mp3|bad-tempered, argumentative, and uncooperative.
receptacle|late Middle English: from Latin receptaculum, from receptare ‘receive back’, frequentative of recipere (see receive).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/receptacle--_gb_1.mp3|a hollow object used to contain something.;an electrical socket.;an organ or structure which receives a secretion, eggs, sperm, etc.;an enlarged area at the apex of a stem on which the parts of a flower or the florets of a flower head are inserted.
tannined|Unknown|adjective|/home/pi/tannined.mp3|impregnated or treated with tannin
pessimum|Etymology Unknown;early 19th century. From classical Latin pessimum lowest quality, worst condition, greatest detriment, use as noun of neuter of pessimus worst from the same base as pēior worse + -imus, extended form of suffix forming superlatives|adjective;noun|/home/pi/pessimum.mp3|Worst, least favourable, especially under a particular set of circumstances.;The worst or least favourable condition, value, or amount. Opposed to optimum.
